ID,Full Name,Status,Employee Job Title,Birthday,Hire date,Employee Location,Employee Gender
EID2000800787,Michael Wilson,terminated,Part-Time Personal Support Worker,07/03/1998,12/08/2020,"46.49475,-80.98234",Male
EID2000801410,Emily Trump,terminated,Part-Time Personal Support Worker,31/01/1975,05/08/2020,"46.55771,-80.8666",Female
EID2000808310,William Wilson,terminated,Full Time - Personal Support Worker,02/04/1984,12/08/2020,"46.487588,-80.934173",Female
EID2000808391,Marty Taylor,terminated,Part-Time Personal Support Worker,16/02/1979,12/08/2020,"46.451903,-81.00276",Female
EID2000833420,Michael Wilson,terminated,Full Time Personal Support Worker,01/12/1992,12/08/2020,"46.521935,-80.932613",Male
EID2000838844,Marty Trump,terminated,Part-Time Personal Support Worker,07/06/1977,24/08/2020,"46.451903,-81.00276",Female
EID2000850133,Olivia Miller,terminated,Casual Personal Support Worker,13/04/1987,21/10/2020,,Female
EID2000850328,Emma Miller,terminated,Casual Personal Support Worker,05/11/1996,24/08/2020,"46.4952,-80.9891",Male
EID2000854913,James Johnson,terminated,Part-Time Care Coordinator,22/04/1980,31/08/2020,"46.5029,-81.00978",Female
EID2000863852,Michael Brown,terminated,Part-Time Personal Support Worker,01/04/1993,14/10/2020,,Male
EID2000867129,Marty Brown,terminated,Full Time - Personal Support Worker,22/03/1998,28/09/2020,"46.47624,-81.00664",Male
EID2000868841,Emily Taylor,terminated,Full Time - Personal Support Worker,19/03/2000,02/09/2020,"46.580995,-81.189227",Male
EID2000881179,Khan Johnson,terminated,Part-Time Personal Support Worker,01/05/2002,02/09/2020,"46.64494,-80.97946",Female
EID2000888199,Marty Miller,terminated,Full Time - Personal Support Worker,03/10/1979,22/09/2020,,Female
EID2000899160,Olivia Miller,terminated,Full Time Personal Support Worker,08/02/1996,16/09/2020,"46.45818,-81.00106",Male
EID2000904586,Emma Miller,terminated,Full Time Personal Support Worker,13/03/1971,16/09/2020,"46.451903,-81.00276",Male
EID2000908703,Emma Wilson,terminated,Full Time Personal Support Worker (DSW Certification),03/06/1977,29/09/2020,"46.498181,-80.542768",Female
EID2000909230,Michael Wilson,terminated,Full-Time Personal Support Worker,12/06/1972,16/09/2020,"46.580995,-81.189227",Female
EID2000920383,James Davis,on hold,Full-Time Registered Practical Nurse,13/07/2002,04/11/2020,"46.4973,-80.9896",Female
EID2000923310,Michael Wilson,terminated,Full-Time Registered Practical Nurse,18/01/1989,29/09/2020,"46.493324,-80.953386",Female
EID2000928019,Emma Wilson,terminated,Full-Time Personal Support Worker,06/09/1973,01/09/2021,"46.61727,-81.007377",Male
EID2000928031,Khan Johnson,terminated,Full Time Personal Support Worker,17/05/1997,29/09/2020,"46.44908,-80.99032",Male
EID2000930425,Khan Wilson,terminated,Full-Time Personal Support Worker,20/01/1991,28/04/2022,"46.49991,-80.93309",Female
EID2000932391,Michael Brown,terminated,Part-Time Care Coordinator,02/08/1976,13/10/2020,,Male
EID2000937203,William Wilson,terminated,Part-Time Personal Support Worker,23/06/2001,29/09/2020,"46.50855,-80.99179",Female
EID2000937265,Marty Johnson,terminated,Casual Personal Support Worker,23/10/1998,28/10/2020,,Male
EID2000940380,Emily Wilson,terminated,Full-Time Registered Practical Nurse,24/10/1985,09/11/2020,"43.6487,-79.38545",Male
EID2000940393,Michael Wilson,terminated,Part-Time Care Coordinator,01/01/1997,19/10/2020,,Female
EID2000940831,Marty Davis,terminated,Full Time - Personal Support Worker,11/06/1974,29/09/2020,,Female
EID2000944111,Olivia Taylor,terminated,Part-Time Health Care Aide,31/05/1982,07/10/2020,,Male
EID2000944946,Emily Miller,terminated,Part-Time Personal Support Worker,07/03/1977,29/09/2020,"46.579803,-81.182315",Female
EID2000947332,Olivia Wilson,terminated,Part-Time Personal Support Worker,01/02/2002,07/10/2020,,Male
EID2000947346,Khan Miller,terminated,Full Time Personal Support Worker,26/12/1994,07/10/2020,,Female
EID2000947525,Emma Wilson,terminated,Full Time Personal Support Worker,26/05/1998,07/10/2020,,Male
EID2000950776,William Davis,active,Full-Time Personal Support Worker,17/08/1996,07/10/2020,"46.55027,-80.86913",Male
EID2000952251,Khan Brown,terminated,Full Time Personal Support Worker,24/07/1991,07/10/2020,,Male
EID2000952281,Marty Trump,terminated,Full Time - Personal Support Worker,09/02/1973,07/10/2020,,Female
EID2000952678,Olivia Taylor,terminated,Part-Time Personal Support Worker,11/10/1977,21/10/2020,"46.451903,-81.00276",Male
EID2000956348,Khan Davis,terminated,Casual Registered Practical Nurse,19/06/1977,22/10/2020,,Female
EID2000959801,Olivia Brown,terminated,Full-Time Personal Support Worker,07/07/1997,14/10/2020,,Male
EID2000963393,William Trump,terminated,Part-Time Personal Support Worker,28/09/1985,28/10/2020,"48.47052,-81.33797",Female
EID2000969171,James Wilson,terminated,Full-Time Personal Support Worker,12/05/1988,14/10/2020,,Female
EID2000970502,James Wilson,terminated,Full-Time Personal Support Worker,14/12/1996,21/09/2022,"46.57729,-81.20567",Male
EID2000975876,Michael Davis,terminated,Casual Personal Support Worker,09/04/1980,21/10/2020,"46.52813,-80.94584",Female
EID2000985929,Marty Miller,terminated,Full-Time Administrative Assistant,16/08/1987,07/12/2020,"46.51014,-80.95242",Male
EID2000986661,Emily Wilson,terminated,Casual Health Care Aide,27/10/1979,21/10/2020,,Female
EID2000988163,Marty Miller,terminated,Full-Time Registered Practical Nurse,29/02/2000,26/10/2020,"46.64836,-80.939601",Male
EID2000994348,Marty Wilson,terminated,Casual Personal Support Worker,10/01/1998,28/10/2020,,Female
EID2001001098,Marty Trump,terminated,Part-Time Personal Support Worker,20/10/2003,18/11/2020,"46.5022,-81.001",Female
EID2001001206,William Davis,terminated,Casual Personal Support Worker,10/04/1994,04/11/2020,,Male
EID2001001222,Emma Taylor,terminated,Part-Time Registered Practical Nurse,23/11/1980,04/11/2020,,Male
EID2001003713,Marty Johnson,terminated,Casual Registered Practical Nurse,12/07/1978,18/11/2020,,Female
EID2001027404,Emily Wilson,terminated,Part-Time Care Coordinator,24/03/1976,21/01/2021,,Female
EID2001027912,James Miller,terminated,Full-Time Receptionist,19/11/1998,23/11/2020,"46.49859,-80.98859",Male
EID2001031418,William Brown,terminated,Part-Time Personal Support Worker,09/08/1997,18/11/2020,"46.45188,-81.00281",Male
EID2001032383,Marty Davis,terminated,Casual Personal Support Worker,02/01/1996,18/11/2020,"46.49566,-80.989164",Female
EID2001032411,William Wilson,terminated,Full-Time Personal Support Worker,29/05/1983,18/11/2020,"46.50958,-81.00318",Female
EID2001035161,Emily Wilson,terminated,Full-Time Personal Support Worker,16/05/1985,18/11/2020,,Male
EID2001041568,Emma Trump,terminated,Part-Time Health Care Aide,06/01/1996,18/11/2020,,Male
EID2001041599,Michael Wilson,terminated,Full-Time Personal Support Worker,13/11/1995,18/11/2020,,Female
EID2001042370,Emma Taylor,terminated,Full-Time Personal Support Worker,18/10/1976,16/11/2020,,Female
EID2001045733,Emma Brown,terminated,Casual Personal Support Worker,14/01/1983,02/12/2020,,Female
EID2001047568,Michael Johnson,on hold,Full-Time Personal Support Worker,27/02/1974,02/12/2020,,Female
EID2001052703,Olivia Davis,terminated,Part-Time Personal Support Worker,26/11/1971,02/12/2020,,Female
EID2001052876,James Wilson,active,Casual Care Coordinator,15/04/1973,30/11/2020,"46.56298,-80.860909",Male
EID2001053152,Marty Johnson,terminated,Part-Time Personal Support Worker,28/01/1994,02/12/2020,"46.50105,-81.00535",Female
EID2001055415,Olivia Miller,terminated,Part-Time Personal Support Worker,01/05/1988,10/02/2021,"46.496176,-80.984125",Male
EID2001058962,Khan Taylor,terminated,Part-Time Personal Support Worker,24/03/1988,02/12/2020,,
EID2001061616,Khan Miller,terminated,Full-Time Registered Nurse,22/01/1974,02/12/2020,,Female
EID2001061642,Michael Miller,terminated,Full-Time Personal Support Worker,27/02/1971,02/12/2020,,Female
EID2001069747,Marty Taylor,terminated,Casual Registered Nurse,07/05/1973,12/04/2021,"46.640102,-80.993617",Female
EID2001074940,Michael Wilson,terminated,Full-Time Personal Support Worker,20/02/1984,02/02/2022,"46.70101,-80.91322",Female
EID2001118887,William Johnson,terminated,Part-Time Personal Support Worker,27/09/1976,18/01/2021,"43.6487,-79.38545",
EID2001122069,Marty Brown,terminated,Part-Time Personal Support Worker,23/04/1992,28/04/2021,"46.52228,-80.92704",Female
EID2001144748,Marty Wilson,terminated,Part-Time Personal Support Worker,28/05/1989,22/01/2021,"46.30133,-79.45184",Female
EID2001146905,James Taylor,terminated,Full-Time Personal Support Worker,29/08/1993,,,Male
EID2001150623,Olivia Wilson,terminated,Full-Time Personal Support Worker (Nursing Student),23/07/1984,18/01/2021,"46.42868,-81.15275",Male
EID2001171047,Marty Miller,active,Full-Time Personal Support Worker,17/07/2000,26/01/2021,"46.6292,-81.01089",Female
EID2001206629,Emma Taylor,terminated,Part-Time Personal Support Worker,10/08/1980,26/01/2022,"46.381489,-82.657909",Female
EID2001213728,Emma Taylor,active,Part-Time Personal Support Worker,09/01/1989,09/03/2021,"46.64577,-80.93331",Male
EID2001215001,Michael Davis,terminated,Part-Time Care Coordinator,14/12/1976,01/03/2021,,Female
EID2001226249,Khan Taylor,on hold,Full-Time Personal Support Worker,03/10/1979,01/03/2021,"46.594939,-81.110854",Female
EID2001236645,William Wilson,terminated,Part-Time Personal Support Worker,05/12/2001,06/06/2022,"46.487616,-80.984739",Male
EID2001236753,Emma Wilson,active,Part-Time Personal Support Worker,09/10/1977,09/03/2021,"46.704842,-80.917117",Male
EID2001237208,Michael Brown,terminated,Part-Time Care Coordinator,11/06/1976,08/03/2021,"46.49186,-80.8468",Female
EID2001258937,Emma Brown,terminated,Full-Time Personal Support Worker,19/06/2003,15/03/2021,"46.594672,-81.1122",Female
EID2001261458,Khan Wilson,active,Full-Time Personal Support Worker,04/06/1974,19/03/2021,"46.70433,-80.92045",Male
EID2001282568,Michael Miller,terminated,Full-Time Personal Support Worker,11/11/1989,26/03/2021,"46.48141,-80.85075",Male
EID2001290173,Emma Johnson,terminated,Care Coordinator,21/07/1970,12/04/2021,,Male
EID2001290180,Marty Wilson,terminated,Part-Time Personal Support Worker,02/02/1995,31/03/2021,"46.58119,-80.84684",Female
EID2001307444,James Wilson,terminated,Part-Time Personal Support Worker,13/04/1995,15/04/2021,"46.381376,-82.657973",Female
EID2001307925,Olivia Wilson,terminated,Part-Time Personal Support Worker,28/01/1994,15/04/2021,"46.18573,-79.27793",Female
EID2001318191,William Taylor,terminated,Full-Time Administrative Assistant,02/09/1982,10/05/2021,,Male
EID2001334592,Olivia Wilson,terminated,Part-Time Personal Support Worker,30/04/1990,21/04/2021,"46.484009,-80.883231",Male
EID2001342389,Olivia Wilson,terminated,Part-Time Personal Support Worker,09/12/1985,,,Female
EID2001356081,Emily Wilson,terminated,Part-Time LTC Registered Practical Nurse,01/04/2002,28/05/2021,"43.6487,-79.38545",Male
EID2001384905,William Brown,terminated,Full Time Personal Support Worker,05/09/1984,12/05/2021,"43.6487,-79.38545",Male
EID2001387279,Emma Trump,terminated,Casual Registered Nurse,12/10/1991,19/05/2021,"43.6487,-79.38545",Male
EID2001389966,Emma Taylor,terminated,Contracted Care Coordinator,27/12/1976,01/06/2021,"43.6487,-79.38545",
EID2001390038,Emma Wilson,terminated,Casual LTC Registered Nurse,07/02/1976,27/05/2021,"46.49315,-80.84905",Male
EID2001403879,Marty Johnson,active,Part-Time Personal Support Worker,03/09/1993,19/05/2021,"46.65068,-81.00039",Female
EID2001403904,Olivia Johnson,terminated,Full-Time Personal Support Worker,20/03/1994,19/05/2021,"43.6487,-79.38545",Female
EID2001409527,Khan Wilson,terminated,Part-Time Personal Support Worker,11/12/1988,02/06/2021,"43.6487,-79.38545",Male
EID2001412445,William Davis,terminated,Part-Time Personal Support Worker,05/03/1981,02/06/2021,"43.6487,-79.38545",Female
EID2001427875,James Wilson,terminated,Full Time Personal Support Worker,03/02/1998,16/06/2021,"46.51158,-80.93343",Male
EID2001446684,Olivia Trump,terminated,Contracted Care Coordinator,30/11/1983,16/06/2021,"43.6487,-79.38545",Female
EID2001455621,Olivia Trump,terminated,Contracted Receptionist,17/02/1988,21/06/2021,"43.6487,-79.38545",Male
EID2001481306,Emily Wilson,active,Full-Time Clinical Home Support Supervisor,17/09/1992,05/07/2021,"46.345533,-80.911989",Male
EID2001484162,Emma Brown,terminated,Casual Personal Support Worker,03/04/1989,30/06/2021,"43.6487,-79.38545",Male
EID2001525329,Khan Johnson,active,Part-Time Care Coordinator,16/05/1991,14/07/2021,"46.48642,-80.9846",Male
EID2001535957,Emily Davis,terminated,Full-Time Personal Support Worker,19/11/1999,21/07/2021,"46.469637,-81.013541",Female
EID2001536305,James Wilson,terminated,Contracted Care Coordinator,03/06/1976,14/07/2021,"43.6487,-79.38545",Male
EID2001536610,Olivia Johnson,active,Full-Time Personal Support Worker,01/11/1980,14/07/2021,"46.69624,-80.91955",
EID2001552281,Emily Taylor,terminated,Full-Time Personal Support Worker,03/08/1982,14/07/2021,"43.6487,-79.38545",
EID2001578932,Khan Miller,terminated,Full-Time Personal Support Worker,29/09/1975,11/08/2021,"46.639454,-81.38951",Male
EID2001580825,Olivia Davis,terminated,Casual Registered Nurse,12/09/2002,,"46.53549,-80.93181",Female
EID2001599718,Khan Brown,active,Full-Time Personal Support Worker,14/12/1979,18/08/2021,"46.49295,-80.98525",Male
EID2001612500,James Taylor,terminated,Part-Time Personal Support Worker (DSW Certification),17/05/1995,11/08/2021,"46.50964,-80.990153",Female
EID2001622138,Emma Davis,terminated,Full-Time Personal Support Worker,15/12/1988,01/09/2021,"45.35683,-80.03642",Female
EID2001622971,Emma Wilson,terminated,Full-Time Personal Support Worker,03/08/2000,,"46.37985,-82.65196",Female
EID2001623031,Marty Miller,terminated,Full-Time Personal Support Worker Applicant,22/02/1996,01/09/2021,,Male
EID2001625880,Emily Davis,terminated,Full-Time Personal Support Worker,21/06/1970,18/08/2021,"46.71111,-80.91804",Male
EID2001627068,Olivia Wilson,terminated,Casual Personal Support Worker (DSW Certification),26/03/1988,30/12/2022,"46.41857,-80.95826",
EID2001639516,William Trump,terminated,Full-Time Personal Support Worker,28/05/1989,,"46.211726,-82.537802",Male
EID2001640873,Emily Brown,terminated,Care Coordinator,16/06/1983,22/09/2021,"46.526016,-80.926265",Male
EID2001641325,William Davis,terminated,Part-Time Registered Practical Nurse,21/09/2003,,,Female
EID2001644991,Olivia Johnson,terminated,Full-Time Personal Support Worker,27/04/1982,,"46.37985,-82.65196",Male
EID2001646542,James Miller,on hold,Full-Time Personal Support Worker,09/03/1976,29/09/2021,"46.54455,-80.89149",Male
EID2001688237,Emma Johnson,terminated,Full-Time Personal Support Worker,11/05/1995,29/09/2021,"46.30663,-79.45993",Female
EID2001703402,Khan Johnson,active,Full-Time Personal Support Worker,13/07/2002,22/09/2021,"46.56762,-81.20829",Male
EID2001705259,William Trump,terminated,Full-Time Personal Support Worker,06/07/2003,29/09/2021,"46.48689,-80.85051",Female
EID2001705425,Emily Davis,terminated,,12/05/1980,,"46.56886,-81.19624",Male
EID2001705618,William Johnson,on hold,Part-Time Personal Support Worker,18/09/1977,22/09/2021,"46.493114,-80.920065",Male
EID2001721025,Khan Brown,terminated,Part-Time Personal Support Worker,25/01/1996,22/09/2021,"46.48485,-81.012195",Female
EID2001722997,Marty Davis,active,Full-Time Personal Support Worker,09/01/1975,29/09/2021,"51.735587,0.46855",Male
EID2001727284,Khan Trump,terminated,Part-Time Personal Support Worker,29/12/1992,13/10/2021,"46.57693,-81.18922",Female
EID2001731452,Emily Johnson,active,Part-Time Personal Support Worker,07/01/2001,29/09/2021,"46.569005,-81.188698",Male
EID2001731943,Khan Miller,on hold,Clinical Office Staff,04/12/1993,13/10/2021,"46.49095,-80.93107",Male
EID2001732443,Khan Johnson,terminated,Care Coordinator,09/11/1973,06/10/2021,"46.42689,-80.93979",Male
EID2001733573,James Taylor,terminated,Part-Time Personal Support Worker,28/02/1987,29/09/2021,"46.50946,-81.00316",Male
EID2001744462,William Wilson,terminated,Full-Time Personal Support Worker,06/12/2001,12/10/2021,"45.3432,-80.01727",Female
EID2001747445,Emily Wilson,active,Full-Time Personal Support Worker,01/08/1994,06/10/2021,"46.64932,-81.39291",
EID2001764649,Olivia Wilson,active,Full-Time Personal Support Worker,19/05/1972,06/10/2021,"46.54593,-81.2995",
EID2001767927,William Wilson,active,Full-Time Personal Support Worker,07/07/1986,13/10/2021,"46.32507,-79.46744",Male
EID2001788255,Marty Davis,active,Part-Time Personal Support Worker,07/06/1987,27/10/2021,"46.656065,-80.949785",
EID2001809284,Olivia Trump,active,Full-Time LTC Personal Support Worker,17/06/1973,03/11/2021,"46.47609,-81.01721",Male
EID2001809949,Marty Taylor,terminated,Care Coordinator,15/11/2002,01/11/2021,"46.48594,-80.90103",Male
EID2001810549,Khan Davis,active,Part-Time Registered Practical Nurse,05/03/1999,27/10/2021,"46.58373,-81.2472",Male
EID2001810577,Khan Taylor,terminated,Full-Time Personal Support Worker,05/03/1979,10/11/2021,"46.37463,-82.66695",Male
EID2001816270,Emily Wilson,terminated,Full-Time Personal Support Worker,15/01/2003,27/10/2021,"46.46188,-81.00174",Male
EID2001828886,James Brown,terminated,Full-Time Personal Support Worker,09/05/1975,03/11/2021,"46.30663,-79.45993",Female
EID2001850483,Emily Johnson,terminated,Full-Time Personal Support Worker,14/08/1991,16/11/2021,"45.34229,-80.0373",Female
EID2001860072,Emily Brown,active,,13/04/1987,,,
EID2001861104,James Wilson,terminated,Part-Time Personal Support Worker,14/08/1982,16/11/2021,"45.3432,-80.01727",Male
EID2001863819,Emily Miller,terminated,Care Coordinator,26/07/1986,19/11/2021,"46.53079,-80.91504",Female
EID2001869104,Michael Brown,terminated,Full-Time Personal Support Worker,28/03/1999,16/11/2021,"45.344996,-79.763212",Male
EID2001872279,William Johnson,active,Part-Time Personal Support Worker,13/08/1973,19/11/2021,"46.302766,-79.454464",Female
EID2001880449,Emma Wilson,terminated,Care Coordinator,08/04/1989,19/11/2021,,Female
EID2001887052,William Taylor,terminated,Care Coordinator,05/11/1981,19/11/2021,"46.49331,-80.94815",Female
EID2001899868,William Taylor,terminated,Part-Time Mental Health Care Coordinator,29/04/1990,22/11/2021,"46.49399,-81.01728",Male
EID2001907085,James Wilson,active,Full-Time Personal Support Worker,30/06/1993,24/11/2021,"46.495,-81.0103",Male
EID2001918732,Emma Brown,terminated,Care Coordinator,04/02/1989,01/12/2021,"46.53416,-80.95163",Female
EID2001918819,Emily Miller,terminated,Full-Time Personal Support Worker,23/05/1980,01/12/2021,"46.48729,-80.85014",Male
EID2001920597,James Brown,terminated,Full-Time Personal Support Worker,18/02/1994,01/12/2021,"46.25679,-81.76427",Male
EID2001920613,James Davis,active,Full-Time Personal Support Worker,01/09/1978,01/12/2021,"46.288176,-79.448977",Female
EID2001921574,Marty Wilson,terminated,Full-Time Personal Support Worker,07/12/1974,01/12/2021,"46.41219,-80.96033",
EID2001938730,Emily Brown,terminated,Part-Time Personal Support Worker,22/08/1972,08/12/2021,"46.476,-81.00359",Male
EID2001939455,Marty Wilson,terminated,Full-Time Personal Support Worker,17/06/1993,08/12/2021,"46.49969,-81.00816",Male
EID2001964890,Khan Davis,terminated,Part-Time Personal Support Worker,06/12/1981,22/12/2021,"46.46782,-81.06976",Female
EID2002003452,Khan Trump,terminated,Part-Time Care Coordinator,12/06/1972,05/01/2022,"43.6487,-79.38545",Male
EID2002004538,Marty Brown,terminated,Part-Time Registered Nurse,04/06/1982,05/01/2022,"46.64624,-80.98946",Male
EID2002019143,Emma Miller,terminated,Full-Time Personal Support Worker,08/03/1989,12/01/2022,"46.52708,-80.9659",Male
EID2002034162,William Wilson,on hold,Full-Time Personal Support Worker,16/07/1973,20/01/2022,"46.31494,-79.41208",Male
EID2002039074,Marty Johnson,active,Full-Time Personal Support Worker,09/02/1993,20/01/2022,"46.332635,-79.48146",Male
EID2002039085,Emma Johnson,terminated,Full-Time Personal Support Worker,25/01/1992,,"46.48806,-80.9828",Female
EID2002039125,James Trump,terminated,Full-Time Personal Support Worker,04/02/2001,,"46.47708,-81.01008",Male
EID2002039772,Michael Davis,terminated,Part-Time Personal Support Worker,01/11/2001,20/01/2022,"46.487651,-80.935871",Male
EID2002053844,James Taylor,terminated,Full-Time Clinical Home Support Supervisor,11/03/1977,22/06/2022,"46.56954,-81.197765",Female
EID2002068712,Emma Davis,terminated,Full-Time Personal Support Worker,22/08/1977,02/02/2022,,Female
EID2002083626,William Wilson,terminated,Part-Time Mental Health & Wellness Clinician,12/04/1998,07/02/2022,"46.37165,-79.9437",Female
EID2002083673,Michael Johnson,terminated,Full-Time Mental Health & Wellness Clinician,10/02/1984,14/02/2022,"46.49322,-80.84455",Female
EID2002088319,Olivia Brown,active,Part-Time LTC Registered Practical Nurse,25/04/1992,09/02/2022,"46.45111,-80.9801",Male
EID2002103595,William Johnson,active,Full-Time Personal Support Worker,12/11/1974,21/10/2022,"46.57447,-81.18659",Male
EID2002117775,William Trump,terminated,Part-Time Personal Support Worker,29/08/2000,23/02/2022,"46.4942,-81.0054",Male
EID2002139886,Emma Johnson,terminated,Full-Time Personal Support Worker,22/04/1973,02/03/2022,"46.5032,-80.9846",Male
EID2002146043,Olivia Taylor,terminated,Part-Time LTC Personal Support Worker,15/09/1973,04/03/2022,"46.52575,-80.98349",Male
EID2002165849,Khan Brown,terminated,Casual Personal Support Worker,23/06/1975,10/03/2022,"46.47524,-81.00567",Male
EID2002165898,Marty Wilson,terminated,Part-Time Personal Support Worker,14/09/1992,10/03/2022,"46.466088,-81.002303",Male
EID2002165907,Emma Wilson,on hold,Part-Time Personal Support Worker,19/02/1978,10/03/2022,"46.153195,-79.260299",Male
EID2002180652,Emily Miller,terminated,Part-Time Care Coordinator,18/11/1971,14/03/2022,"46.47881,-81.00552",Female
EID2002188111,Marty Johnson,terminated,Part-Time Personal Support Worker,11/07/1972,16/03/2022,"46.63765,-81.00262",Male
EID2002188491,Emily Johnson,terminated,Full-Time Personal Support Worker,14/12/1989,17/03/2022,"45.342855,-80.02843",Female
EID2002227999,Emma Taylor,terminated,Casual Personal Support Worker,11/12/1995,28/03/2022,"46.54508,-80.86964",Female
EID2002235977,James Wilson,terminated,Full-Time Personal Support Worker,29/04/1981,30/03/2022,"46.5803,-81.19488",Male
EID2002236044,James Miller,terminated,Part-Time Personal Support Worker,15/05/1970,30/03/2022,"46.508685,-80.94708",Female
EID2002251216,Khan Brown,active,,24/06/1995,,,Female
EID2002259998,Michael Brown,on hold,Full-Time Personal Support Worker,09/06/1988,07/04/2022,"46.129016,-79.432609",Male
EID2002270438,Michael Miller,terminated,Part-Time Care Coordinator,02/02/1983,11/04/2022,"46.48832,-80.96179",Male
EID2002270476,James Wilson,terminated,Full-Time Care Coordinator,01/01/1999,11/04/2022,"46.50224,-81.00281",Female
EID2002271005,Emma Wilson,terminated,Full-Time Care Coordinator,04/04/1998,11/04/2022,"46.505143,-81.002908",Male
EID2002279891,Olivia Wilson,active,Casual LTC Personal Support Worker,21/07/1980,13/04/2022,"46.379346,-81.313616",Female
EID2002318658,James Miller,active,Casual Administrative Worker,12/04/1998,15/05/2020,"46.531922,-80.93279",Male
EID2002322778,James Davis,terminated,Full-Time Personal Support Worker,26/04/2003,28/04/2022,"46.6509,-80.93489",Male
EID2002365268,James Davis,terminated,Part-Time Personal Support Worker,25/10/1980,12/05/2022,"46.23143,-79.146978",Female
EID2002365284,Michael Wilson,active,Full-Time Personal Support Worker,29/10/2003,12/05/2022,"46.5619,-81.13991",Male
EID2002387408,Michael Johnson,terminated,Full-Time Personal Support Worker,14/05/1980,18/05/2022,"46.59147,-81.33483",Female
EID2002387422,Michael Davis,active,Clinical Office Staff,18/06/1992,18/05/2022,"46.44342,-81.01452",Male
EID2002387448,Michael Miller,on hold,Part-Time Personal Support Worker,13/04/1989,18/05/2022,"46.58342,-81.19077",Male
EID2002404381,Michael Brown,terminated,Full-Time Personal Support Worker,16/11/2001,25/05/2022,"46.48752,-80.915",Male
EID2002424940,James Johnson,terminated,Part-Time Care Coordinator,21/08/1986,01/06/2022,"46.50211,-80.98492",Male
EID2002424953,James Johnson,terminated,Full-Time Personal Support Worker,11/05/1998,01/06/2022,"46.52232,-80.93272",Male
EID2002424964,Michael Miller,active,Full-Time Personal Support Worker,23/01/1995,01/06/2022,"46.308624,-79.452365",Female
EID2002424984,Marty Wilson,terminated,Part-Time Care Coordinator,14/01/1984,01/06/2022,"46.519033,-80.958212",Female
EID2002424997,Emma Taylor,terminated,Part-Time Personal Support Worker,07/01/1988,01/06/2022,"46.49203,-80.99262",Male
EID2002427527,James Wilson,active,,11/05/1988,01/06/2022,"48.488715,-81.32209",Female
EID2002436330,Khan Brown,terminated,Contracted Full-Time Care Coordinator,25/02/1972,06/06/2022,"46.52269,-80.96898",Female
EID2002436412,Michael Davis,terminated,Part-Time Care Coordinator,24/01/1983,06/06/2022,"46.4638,-81.00822",Female
EID2002436483,James Davis,active,Full-Time Interim Lead Care Coordinator,04/12/1990,06/06/2022,"46.502758,-80.955081",Male
EID2002453499,Olivia Davis,active,Full-Time Administrative Assistant,12/08/1983,13/06/2022,"46.50607,-80.98772",Male
EID2002460910,Emily Brown,active,Full-Time Personal Support Worker,04/12/1970,15/06/2022,"46.709009,-80.927024",Male
EID2002460940,Olivia Wilson,active,Full-Time Personal Support Worker,03/07/1992,15/06/2022,"46.48759,-80.98679",Female
EID2002475480,Michael Johnson,terminated,Part-Time Personal Support Worker,23/09/1999,28/09/2022,"46.4973,-80.9896",Male
EID2002475491,Emma Miller,terminated,Part-Time Personal Support Worker,11/02/1979,28/09/2022,"46.654288,-80.951944",Male
EID2002499737,Emily Johnson,terminated,Part-Time Personal Support Worker,02/12/1971,29/06/2022,"46.23056,-79.14209",Male
EID2002499947,Marty Davis,active,Full-Time Personal Support Worker,24/06/1997,29/06/2022,"46.3341,-79.47983",Male
EID2002500679,Michael Trump,terminated,Full-Time Personal Support Worker,10/02/1974,29/06/2022,"46.4882,-80.78575",Female
EID2002507392,Michael Wilson,terminated,Full-Time Personal Support Worker,16/05/1978,06/07/2022,"46.30747,-79.4456",Male
EID2002523249,Marty Trump,terminated,Full-Time Personal Support Worker,16/05/1980,06/07/2022,"46.52285,-80.95541",Male
EID2002538118,Michael Wilson,terminated,Part-Time Personal Support Worker,17/12/1982,13/07/2022,"46.71042,-80.92001",Male
EID2002538232,Marty Brown,terminated,Full-Time Personal Support Worker,11/02/1976,15/07/2022,"46.47291,-81.00535",Male
EID2002540829,William Wilson,terminated,Part-Time Personal Support Worker,13/03/1982,13/07/2022,"46.433543,-81.151534",Female
EID2002559674,Olivia Wilson,active,Full-Time Care Coordinator,08/02/1971,04/08/2022,"46.49232,-80.94828",Female
EID2002563627,Olivia Trump,terminated,Full-Time Personal Support Worker,19/09/1990,20/07/2022,"46.49564,-80.993752",Male
EID2002571828,Marty Wilson,terminated,Care Coordinator,17/12/1976,04/08/2022,"46.488351,-80.934658",Female
EID2002571969,Khan Taylor,terminated,Care Coordinator,25/07/1973,04/08/2022,"46.53317,-80.91875",Female
EID2002590917,Khan Miller,active,Full-Time Personal Support Worker,22/08/1997,03/08/2022,"46.382283,-82.655131",Male
EID2002590934,Marty Trump,terminated,Casual Personal Support Worker,26/04/1993,03/08/2022,"46.60868,-81.00441",Male
EID2002590945,Emily Miller,active,Full-Time Interim Lead Care Coordinator,12/04/1980,04/08/2022,"46.65345,-80.93386",Male
EID2002594068,James Wilson,active,Part-Time Care Coordinator,30/09/1995,04/08/2022,"46.38075,-80.87571",Female
EID2002607383,William Taylor,terminated,Full-Time Personal Support Worker,14/04/1971,03/08/2022,"46.48319,-80.99573",Male
